"OBJECTID","ID_0","ISO","NAME_0","OBJECTID_1","ISO3","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,248,"VAT","Vatican City",240,"VAT","Vatican City","HOLY SEE (VATICAN CITY STATE)",NA,"Status Civitatis Vaticanæ",NA,"Vatican|State of the Vatican City|Holy See",NA,"Saint-Siège (État de la Cité du Vatican) ","Ciudad del Vaticano ","<U+0412><U+0430><U+0442><U+0438><U+043A><U+0430><U+043D> ","<U+0627><U+0644><U+0641><U+0627><U+062A><U+064A><U+0643><U+0627><U+0646>","<U+68B5><U+5E1D><U+5188> ",NA,NA,"Vatican","VA",NA,"VT",336,"Unknown","Present",921,0.44,2093.18181818182,"Southern Europe","Europe",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
